,HPO_LABEL,OMIM,HPO,DOID_MAP,EDGES_TO_DOID
4567,Cerebellar hypoplasia,617822,0001321,0070338,0111555
4568,Lissencephaly,617822,0001339,0050453,0111555
4569,Pericardial effusion,617822,0001698,118,0111555
4570,Apraxia,617822,0002186,0060135,0111555
4571,Arthrogryposis multiplex congenita,617822,0002804,0080954,0111555
4572,Hydrocephalus,609637,0000238,10908,0110878
4573,Microcephaly,609637,0000252,10907,0110878
4574,Diabetes insipidus,609637,0000873,9409,0110878
4575,Hypertrichosis,609637,0000998,420,0110878
4576,Intellectual disability,609637,0001249,1059,0110878
4577,Holoprosencephaly,609637,0001360,4621,0110878
4578,Hydrocephalus,617866,0000238,10908,0080293
4579,Brachydactyly,617866,0001156,0050581,0080293
4580,Syndactyly,617866,0001159,11193,0080293
4581,Polydactyly,617866,0010442,1148,0080293
4582,Hydrocephalus,614424,0000238,10908,0110983
4583,Strabismus,614424,0000486,540,0110983
4584,Ptosis,614424,0000508,0060260,0110983
4585,Microphthalmia,614424,0000568,10629,0110983
4586,Coloboma,614424,0000589,12270,0110983
4587,Hypertension,614424,0000822,10763,0110983
4588,Intellectual disability,614424,0001249,1059,0110983
4589,Cerebellar hypoplasia,614424,0001321,0070338,0110983
4590,Polydactyly,614424,0010442,1148,0110983
4591,Hydrocephalus,101600,0000238,10908,14705
4593,Choanal atresia,101600,0000453,9574,14705
4595,Strabismus,101600,0000486,540,14705
4597,Syndactyly,101600,0001159,11193,14705
4599,Intellectual disability,101600,0001249,1059,14705
4601,Craniosynostosis,101600,0001363,2340,14705
4603,Humeroradial synostosis,101600,0003041,0060467,14705
4605,Ankylosis,101600,0031013,227,14705
4607,Hydrocephalus,303350,0000238,10908,0060246
4608,Microcephaly,303350,0000252,10907,0060246
4609,Strabismus,303350,0000486,540,0060246
4610,Intellectual disability,303350,0001249,1059,0060246
4611,Aphasia,303350,0002381,0060046,0060246
4612,Paraplegia,303350,0010550,607,0060246
4613,Hydrocephalus,300884,0000238,10908,0080470
4614,Microcephaly,300884,0000252,10907,0080470
4615,Optic atrophy,300884,0000648,5723,0080470
4616,Intellectual disability,300884,0001249,1059,0080470
4617,Hydrocephalus,225790,0000238,10908,0111666
4618,Microcephaly,225790,0000252,10907,0111666
4619,Cerebellar hypoplasia,225790,0001321,0070338,0111666
4620,Polyhydramnios,225790,0001561,8488,0111666
4621,Anencephaly,225790,0002323,0060668,0111666
4622,Hydranencephaly,225790,0002324,4626,0111666
4623,Hydrocephalus,300863,0000238,10908,0112106
4624,Microphthalmia,300863,0000568,10629,0112106
4625,Intellectual disability,300863,0001249,1059,0112106
4626,Hydrocephalus,615191,0000238,10908,0112230
4627,Cataract,615191,0000518,83,0112230
4628,Optic atrophy,615191,0000648,5723,0112230
4629,Intellectual disability,615191,0001249,1059,0112230
4630,Cerebellar hypoplasia,615191,0001321,0070338,0112230
4631,Lissencephaly,615191,0001339,0050453,0112230
4632,Paraplegia,615191,0010550,607,0112230
4633,Subcortical band heterotopia,615191,0032409,0111169,0112230
4634,Hydrocephalus,203450,0000238,10908,4252
4635,Hydrocephalus,617281,0000238,10908,0080441
4636,Microcephaly,617281,0000252,10907,0080441
4637,Optic atrophy,617281,0000648,5723,0080441
4638,Cerebellar hypoplasia,617281,0001321,0070338,0080441
4639,Sinusitis,219700,0000246,0050127,1485
4642,Infertility,219700,0000789,5223,1485
4645,Cor pulmonale,219700,0001648,8515,1485
4648,Pancreatitis,219700,0001733,4989,1485
4651,Exocrine pancreatic insufficiency,219700,0001738,13316,1485
4654,Diarrhea,219700,0002014,13250,1485
4657,Rectal prolapse,219700,0002035,9307,1485
4660,Pneumonia,219700,0002090,552,1485
4663,Asthma,219700,0002099,2841,1485
4666,Bronchiectasis,219700,0002110,9563,1485
4669,Ileus,219700,0002595,8440,1485
4672,Male infertility,219700,0003251,12336,1485
4675,Intestinal obstruction,219700,0005214,8437,1485
4678,Sinusitis,615518,0000246,0050127,0111987
4679,Otitis media,615518,0000388,10754,0111987
4680,Lymphopenia,615518,0001888,614,0111987
4681,Pneumonia,615518,0002090,552,0111987
4682,Bronchiectasis,615518,0002110,9563,0111987
4683,Sinusitis,613179,0000246,0050127,5813
4684,Otitis media,613179,0000388,10754,5813
4685,Intellectual disability,613179,0001249,1059,5813
4686,Spastic diplegia,613179,0001264,10965,5813
4687,Thrombocytopenia,613179,0001873,1588,5813
4688,Neutropenia,613179,0001875,1227,5813
4689,Hemolytic anemia,613179,0001878,583,5813
4690,Lymphopenia,613179,0001888,614,5813
4691,Autoimmune hemolytic anemia,613179,0001890,718,5813
4692,Anemia,613179,0001903,2355,5813
4693,Pneumonia,613179,0002090,552,5813
4694,Vasculitis,613179,0002633,865,5813
4695,Lymphoma,613179,0002665,0060058,5813
4696,Pure red cell aplasia,613179,0012410,1340,5813
4697,Sinusitis,130010,0000246,0050127,0080726
4698,Sinusitis,604173,0000246,0050127,0060551
4699,Otitis media,604173,0000388,10754,0060551
4700,Blepharitis,604173,0000498,9423,0060551
4701,Conjunctivitis,604173,0000509,6195,0060551
4702,Neutropenia,604173,0001875,1227,0060551
4703,Pneumonia,604173,0002090,552,0060551
4704,Sinusitis,615707,0000246,0050127,0111941
4705,Otitis media,615707,0000388,10754,0111941
4706,Sinusitis,615207,0000246,0050127,0111982
4707,Diarrhea,615207,0002014,13250,0111982
4708,Pneumonia,615207,0002090,552,0111982
4709,Bronchiectasis,615207,0002110,9563,0111982
4710,Hepatitis,615207,0012115,2237,0111982
4711,Cholangitis,615207,0030151,9446,0111982
4712,Sinusitis,618986,0000246,0050127,0112061
4713,Otitis media,618986,0000388,10754,0112061
4714,Neutropenia,618986,0001875,1227,0112061
4715,Pancytopenia,618986,0001876,12450,0112061
4716,Leukopenia,618986,0001882,615,0112061
4717,Lymphopenia,618986,0001888,614,0112061
4718,Pneumonia,618986,0002090,552,0112061
4719,Bronchiectasis,618986,0002110,9563,0112061
4720,Pulmonary fibrosis,618986,0002206,3770,0112061
4721,Cellulitis,618986,0100658,3488,0112061
4722,Lymphadenitis,618986,0002840,1602,0112061
4723,Bronchitis,618986,0012387,6132,0112061
4724,Sinusitis,618969,0000246,0050127,0112005
4725,Lymphopenia,618969,0001888,614,0112005
4726,Achalasia,618969,0002571,9164,0112005
4727,Colitis,618969,0002583,0060180,0112005
4728,Celiac disease,618969,0002608,10608,0112005
4729,Folliculitis,618969,0025084,4409,0112005
4730,Retinal vasculitis,618969,0025188,11563,0112005
4731,Papilloma,618969,0012740,2615,0112005
4732,Sinusitis,226990,0000246,0050127,0111985
4733,Pneumonia,226990,0002090,552,0111985
4734,Bronchiectasis,226990,0002110,9563,0111985
4735,Sinusitis,300310,0000246,0050127,0111999
4736,Otitis media,300310,0000388,10754,0111999
4737,Arthritis,300310,0001369,848,0111999
4738,Obesity,300310,0001513,9970,0111999
4739,Colon cancer,300310,0003003,219,0111999
4740,Agammaglobulinemia,300310,0004432,2583,0111999
4741,Attention deficit hyperactivity disorder,300310,0007018,1094,0111999
4742,Sinusitis,242860,0000246,0050127,0090008
4743,Intellectual disability,242860,0001249,1059,0090008
4744,Lymphopenia,242860,0001888,614,0090008
4745,Diarrhea,242860,0002014,13250,0090008
4746,Pneumonia,242860,0002090,552,0090008
4747,Bronchiectasis,242860,0002110,9563,0090008
4748,Bronchitis,242860,0012387,6132,0090008
4749,Sinusitis,613953,0000246,0050127,0111996
4750,Otitis media,613953,0000388,10754,0111996
4751,Pneumonia,613953,0002090,552,0111996
4752,Chronic mucocutaneous candidiasis,613953,0002728,2058,0111996
4753,Folliculitis,613953,0025084,4409,0111996
4754,Bronchitis,613953,0012387,6132,0111996
4755,Sinusitis,618204,0000246,0050127,0111960
4756,Otitis media,618204,0000388,10754,0111960
4757,Acne,618204,0001061,6543,0111960
4758,Lymphopenia,618204,0001888,614,0111960
4759,Chronic mucocutaneous candidiasis,618204,0002728,2058,0111960
4760,Sinusitis,301000,0000246,0050127,9169
4761,Otitis media,301000,0000388,10754,9169
4762,Purpura,301000,0000979,3326,9169
4763,Thrombocytopenia,301000,0001873,1588,9169
4764,Hemolytic anemia,301000,0001878,583,9169
4765,Lymphopenia,301000,0001888,614,9169
4766,Autoimmune hemolytic anemia,301000,0001890,718,9169
4767,Iron deficiency anemia,301000,0001891,11758,9169
4768,Anemia,301000,0001903,2355,9169
4769,Hypochromic anemia,301000,0001931,11759,9169
4770,Diarrhea,301000,0002014,13250,9169
4771,Pneumonia,301000,0002090,552,9169
4772,Vasculitis,301000,0002633,865,9169
4773,Microcephaly,614222,0000252,10907,0110718
4774,Cataract,614222,0000518,83,0110718
4775,Microphthalmia,614222,0000568,10629,0110718
4776,Blepharophimosis,614222,0000581,10348,0110718
4777,Optic atrophy,614222,0000648,5723,0110718
4778,Hypertrichosis,614222,0000998,420,0110718
4779,Intellectual disability,614222,0001249,1059,0110718
4780,Polymicrogyria,614222,0002126,0080918,0110718
4781,Scoliosis,614222,0002650,0060249,0110718
4782,Microcephaly,613398,0000252,10907,0060535
4783,Coloboma,613398,0000589,12270,0060535
4784,Syndactyly,613398,0001159,11193,0060535
4785,Intellectual disability,613398,0001249,1059,0060535
4786,Ventricular septal defect,613398,0001629,1657,0060535
4787,Tetralogy of Fallot,613398,0001636,6419,0060535
4788,Microcephaly,617873,0000252,10907,0111464
4789,Strabismus,617873,0000486,540,0111464
4790,Myopia,617873,0000545,11830,0111464
4791,Esotropia,617873,0000565,9840,0111464
4792,Intellectual disability,617873,0001249,1059,0111464
4793,Dystonia,617873,0001332,543,0111464
4794,Microcephaly,105830,0000252,10907,1932
4796,Strabismus,105830,0000486,540,1932
4798,Myopia,105830,0000545,11830,1932
4800,Exotropia,105830,0000577,1143,1932
4802,Intellectual disability,105830,0001249,1059,1932
4804,Obesity,105830,0001513,9970,1932
4806,Constipation,105830,0002019,2089,1932
4808,Scoliosis,105830,0002650,0060249,1932
4810,Microcephaly,615438,0000252,10907,0080717
4811,Anemia,615438,0001903,2355,0080717
4812,Macrocytic anemia,615438,0001972,2361,0080717
4813,Lactic acidosis,615438,0003128,3650,0080717
4814,Microcephaly,618792,0000252,10907,0112219
4815,Ptosis,618792,0000508,0060260,0112219
4816,Blepharophimosis,618792,0000581,10348,0112219
4817,Hypertrichosis,618792,0000998,420,0112219
4818,Dystonia,618792,0001332,543,0112219
4819,Microcephaly,617938,0000252,10907,0080420
4820,Polymicrogyria,617938,0002126,0080918,0080420
4821,Microcephaly,610678,0000252,10907,0111494
4822,Metabolic acidosis,610678,0001942,0050758,0111494
4823,Polymicrogyria,610678,0002126,0080918,0111494
4824,Leukodystrophy,610678,0002415,10579,0111494
4825,Respiratory failure,610678,0002878,11162,0111494
4826,Lactic acidosis,610678,0003128,3650,0111494
4827,Microcephaly,617830,0000252,10907,0080285
4828,Optic atrophy,617830,0000648,5723,0080285
4829,Intellectual disability,617830,0001249,1059,0080285
4830,Spastic diplegia,617830,0001264,10965,0080285
4831,Status epilepticus,617830,0002133,1824,0080285
4832,Microcephaly,251290,0000252,10907,0050656
4833,Cataract,251290,0000518,83,0050656
4834,Purpura,251290,0000979,3326,0050656
4835,Intellectual disability,251290,0001249,1059,0050656
4836,Cerebellar hypoplasia,251290,0001321,0070338,0050656
4837,Lissencephaly,251290,0001339,0050453,0050656
4838,Cholestasis,251290,0001396,13580,0050656
4839,Thrombocytopenia,251290,0001873,1588,0050656
4840,Polymicrogyria,251290,0002126,0080918,0050656
4841,Microcephaly,609460,0000252,10907,0060481
4842,Megalocornea,609460,0000485,0060305,0060481
4843,Ptosis,609460,0000508,0060260,0060481
4844,Hypertrichosis,609460,0000998,420,0060481
4845,Intellectual disability,609460,0001249,1059,0060481
4846,Lissencephaly,609460,0001339,0050453,0060481
4847,Polymicrogyria,609460,0002126,0080918,0060481
4848,Microcephaly,214150,0000252,10907,0080911
4849,Cataract,214150,0000518,83,0080911
4850,Microphthalmia,214150,0000568,10629,0080911
4851,Blepharophimosis,214150,0000581,10348,0080911
4852,Osteoporosis,214150,0000939,11476,0080911
4853,Intellectual disability,214150,0001249,1059,0080911
4854,Cerebellar hypoplasia,214150,0001321,0070338,0080911
4855,Scoliosis,214150,0002650,0060249,0080911
4856,Arthrogryposis multiplex congenita,214150,0002804,0080954,0080911
4857,Microcephaly,617598,0000252,10907,0080689
4858,Nephroblastoma,617598,0002667,2154,0080689
4859,Microcephaly,607432,0000252,10907,0112237
4860,Intellectual disability,607432,0001249,1059,0112237
4861,Cerebellar hypoplasia,607432,0001321,0070338,0112237
4862,Lissencephaly,607432,0001339,0050453,0112237
4863,Subcortical band heterotopia,607432,0032409,0111169,0112237
4864,Microcephaly,613630,0000252,10907,0060647
4865,Congenital diaphragmatic hernia,613630,0000776,3827,0060647
4866,Omphalocele,613630,0001539,0060327,0060647
4867,Tetralogy of Fallot,613630,0001636,6419,0060647
4868,Microcephaly,277470,0000252,10907,0060267
4869,Cerebellar hypoplasia,277470,0001321,0070338,0060267
4870,Microcephaly,610883,0000252,10907,0060853
4871,Hypothyroidism,610883,0000821,1459,0060853
4872,Intellectual disability,610883,0001249,1059,0060853
4873,Patent foramen ovale,610883,0001655,13620,0060853
4874,Aphasia,610883,0002381,0060046,0060853
4875,Scoliosis,610883,0002650,0060249,0060853
4876,Echolalia,610883,0010529,4188,0060853
4877,Sleep apnea,610883,0010535,0050847,0060853
4878,Microcephaly,617013,0000252,10907,0080537
4879,Intellectual disability,617013,0001249,1059,0080537
4880,Parkinsonism,617013,0001300,0080855,0080537
4881,Dystonia,617013,0001332,543,0080537
4882,Scoliosis,617013,0002650,0060249,0080537
4883,Focal dystonia,617013,0004373,0050836,0080537
4884,Oromandibular dystonia,617013,0012048,0050843,0080537
4885,Craniofacial dystonia,617013,0012179,0050845,0080537
4886,Microcephaly,618910,0000252,10907,0112220
4887,Dystonia,618910,0001332,543,0112220
4888,Oligohydramnios,618910,0001562,12215,0112220
4889,Microcephaly,152950,0000252,10907,0060349
4890,Astigmatism,152950,0000483,11782,0060349
4891,Cataract,152950,0000518,83,0060349
4892,Retinal detachment,152950,0000541,5327,0060349
4893,Myopia,152950,0000545,11830,0060349
4894,Microphthalmia,152950,0000568,10629,0060349
4895,Optic atrophy,152950,0000648,5723,0060349
4896,Lymphedema,152950,0001004,4977,0060349
4897,Intellectual disability,152950,0001249,1059,0060349
4898,Attention deficit hyperactivity disorder,152950,0007018,1094,0060349
4899,Microcephaly,615917,0000252,10907,0111478
4900,Ptosis,615917,0000508,0060260,0111478
4901,Ophthalmoplegia,615917,0000602,539,0111478
4902,Microcephaly,618687,0000252,10907,0111674
4903,Intellectual disability,618687,0001249,1059,0111674
4904,Status epilepticus,618687,0002133,1824,0111674
4905,Attention deficit hyperactivity disorder,618687,0007018,1094,0111674
4906,Microcephaly,260565,0000252,10907,0080539
4907,Optic atrophy,260565,0000648,5723,0080539
4908,Intellectual disability,260565,0001249,1059,0080539
4909,Lissencephaly,260565,0001339,0050453,0080539
4910,Polymicrogyria,260565,0002126,0080918,0080539
4911,Microcephaly,235550,0000252,10907,0112254
4912,Microcephaly,300672,0000252,10907,0080467
4913,Intellectual disability,300672,0001249,1059,0080467
4914,Constipation,300672,0002019,2089,0080467
4915,Scoliosis,300672,0002650,0060249,0080467
4916,Microcephaly,216550,0000252,10907,0111590
4917,Myopia,216550,0000545,11830,0111590
4918,Optic atrophy,216550,0000648,5723,0111590
4919,Intellectual disability,216550,0001249,1059,0111590
4920,Cerebellar hypoplasia,216550,0001321,0070338,0111590
4921,Obesity,216550,0001513,9970,0111590
4922,Laryngomalacia,216550,0001601,0080833,0111590
4923,Mitral valve prolapse,216550,0001634,988,0111590
4924,Neutropenia,216550,0001875,1227,0111590
4925,Leukopenia,216550,0001882,615,0111590
4926,Scoliosis,216550,0002650,0060249,0111590
4927,Hypopituitarism,216550,0040075,9406,0111590
4928,Microcephaly,617162,0000252,10907,0080456
4929,Microcephaly,616409,0000252,10907,0080463
4930,Microcephaly,615807,0000252,10907,0070009
4931,Intellectual disability,615807,0001249,1059,0070009
4932,Scoliosis,615807,0002650,0060249,0070009
4933,Microcephaly,617166,0000252,10907,0080425
4934,Constipation,617166,0002019,2089,0080425
4935,Status epilepticus,617166,0002133,1824,0080425
4936,Microcephaly,266265,0000252,10907,0070255
4937,Otitis media,266265,0000388,10754,0070255
4938,Periodontitis,266265,0000704,824,0070255
4939,Brachydactyly,266265,0001156,0050581,0070255
4940,Intellectual disability,266265,0001249,1059,0070255
4941,Pneumonia,266265,0002090,552,0070255
4942,Cellulitis,266265,0100658,3488,0070255
4943,Echolalia,266265,0010529,4188,0070255
4944,Bronchiolitis,266265,0011950,2942,0070255
4945,Microcephaly,300887,0000252,10907,0111877
4946,Myopia,300887,0000545,11830,0111877
4947,Tetralogy of Fallot,300887,0001636,6419,0111877
4948,Microcephaly,614082,0000252,10907,0111086
4949,Microphthalmia,614082,0000568,10629,0111086
4950,Thrombocytopenia,614082,0001873,1588,0111086
4951,Neutropenia,614082,0001875,1227,0111086
4952,Anemia,614082,0001903,2355,0111086
4953,Leukemia,614082,0001909,1240,0111086
4954,Microcephaly,616672,0000252,10907,0111489
4955,Cerebellar hypoplasia,616672,0001321,0070338,0111489
4956,Dystonia,616672,0001332,543,0111489
4957,Status epilepticus,616672,0002133,1824,0111489
4958,Microcephaly,617613,0000252,10907,0080274
4959,Lissencephaly,617613,0001339,0050453,0080274
4960,Leukodystrophy,617613,0002415,10579,0080274
4961,Microcephaly,617132,0000252,10907,0080424
4962,Intellectual disability,617132,0001249,1059,0080424
4963,Dystonia,617132,0001332,543,0080424
4964,Microcephaly,611719,0000252,10907,0111473
4965,Cutis laxa,611719,0000973,3144,0111473
4966,Cardiomyopathy,611719,0001638,0050700,0111473
4967,Hypertrophic cardiomyopathy,611719,0001639,11984,0111473
4968,Metabolic acidosis,611719,0001942,0050758,0111473
4969,Microcephaly,614946,0000252,10907,0111477
4970,Thrombocytopenia,614946,0001873,1588,0111477
4971,Anemia,614946,0001903,2355,0111477
4972,Lactic acidosis,614946,0003128,3650,0111477
4973,Microcephaly,613402,0000252,10907,0080457
4974,Intellectual disability,613402,0001249,1059,0080457
4975,Microcephaly,204750,0000252,10907,0111453
4976,Attention deficit hyperactivity disorder,204750,0007018,1094,0111453
4977,Microcephaly,231070,0000252,10907,0111266
4978,Periodontitis,231070,0000704,824,0111266
4979,Osteoporosis,231070,0000939,11476,0111266
4980,Cutis laxa,231070,0000973,3144,0111266
4981,Intellectual disability,231070,0001249,1059,0111266
4982,Scoliosis,231070,0002650,0060249,0111266
