,HPO_LABEL,OMIM,HPO,MESH,DOID
6993,Muscle weakness,614305,0001324,D018908,0060757
6994,Hypertelorism,208050,0000316,D006972,0050645
6995,Keratoconus,208050,0000563,D007640,0050645
6996,Blepharophimosis,208050,0000581,D016569,0050645
6997,Pectus carinatum,208050,0000768,D066166,0050645
6998,Hypertension,208050,0000822,D006973,0050645
6999,Cutis laxa,208050,0000973,D003483,0050645
7000,Arachnodactyly,208050,0001166,D054119,0050645
7001,Intellectual disability,208050,0001249,D008607,0050645
7002,Stroke,208050,0001297,D020521,0050645
7003,Aortic valve stenosis,208050,0001650,D001024,0050645
7004,Ischemic stroke,208050,0002140,D000083242,0050645
7005,Hernia,208050,0100790,D006547,0050645
7006,Hypertelorism,212780,0000316,D006972,0090015
7007,Syndactyly,212780,0001159,D013576,0090015
7008,Hypertelorism,193500,0000316,D006972,0110948
7009,Telecanthus,193500,0000506,C562941,0110948
7010,Blepharophimosis,193500,0000581,D016569,0110948
7011,Hypertrichosis,193500,0000998,D006983,0110948
7012,Heterochromia iridis,193500,0001100,C538115,0110948
7013,Facial hypertrichosis,193500,0002219,C565029,0110948
7014,Meningocele,193500,0002435,D008588,0110948
7015,Spinal dysraphism,193500,0010301,D016135,0110948
7016,Hypertelorism,607095,0000316,D006972,0050640
7017,Brachydactyly,607095,0001156,D059327,0050640
7018,Intellectual disability,607095,0001249,D008607,0050640
7019,Spinal cord compression,607095,0002176,D013117,0050640
7020,Hypertelorism,301029,0000316,D006972,0111841
7021,Strabismus,301029,0000486,D013285,0111841
7022,Exotropia,301029,0000577,D005099,0111841
7023,Hypertelorism,615829,0000316,D006972,0070055
7024,Strabismus,615829,0000486,D013285,0070055
7025,Esotropia,615829,0000565,D004948,0070055
7026,Intellectual disability,615829,0001249,D008607,0070055
7027,Failure to thrive,615829,0001508,D005183,0070055
7028,Laryngomalacia,615829,0001601,D055092,0070055
7029,Apnea,615829,0002104,D001049,0070055
7030,Snoring,615829,0025267,D012913,0070055
7031,Hypertelorism,244460,0000316,D006972,0080722
7032,Hypoparathyroidism,244460,0000829,D007011,0080722
7033,Tetany,244460,0001281,D013746,0080722
7034,Anemia,244460,0001903,D000740,0080722
7035,Hypocalcemia,244460,0002901,D006996,0080722
7036,Hypertelorism,616911,0000316,D006972,0090011
7037,Intellectual disability,616911,0001249,D008607,0090011
7038,Agammaglobulinemia,616911,0004432,D000361,0090011
7039,Hypertelorism,200110,0000316,D006972,0060550
7040,Syndactyly,200110,0001159,D013576,0060550
7041,Talipes,200110,0001883,D000070558,0060550
7042,Hernia,200110,0100790,D006547,0060550
7043,Hypertelorism,616430,0000316,D006972,0111468
7044,Pectus carinatum,616430,0000768,D066166,0111468
7045,Hypopituitarism,616430,0040075,D007018,0111468
7046,Hypertelorism,614602,0000316,D006972,0111416
7047,Failure to thrive,614602,0001508,D005183,0111416
7048,Diarrhea,614602,0002014,D003967,0111416
7049,Hepatomegaly,614602,0002240,D006529,0111416
7050,Colitis,614602,0002583,D003092,0111416
7051,Hepatitis,614602,0012115,D006505,0111416
7052,Hypertelorism,269921,0000316,D006972,3659
7053,Hypertrichosis,269921,0000998,D006983,3659
7054,Hirsutism,269921,0001007,D006628,3659
7055,Syndactyly,269921,0001159,D013576,3659
7056,Splenomegaly,269921,0001744,D013163,3659
7057,Apnea,269921,0002104,D001049,3659
7058,Facial hypertrichosis,269921,0002219,C565029,3659
7059,Hepatomegaly,269921,0002240,D006529,3659
7060,Hernia,269921,0100790,D006547,3659
7061,Scoliosis,269921,0002650,D012600,3659
7062,Hypertelorism,617681,0000316,D006972,0080346
7063,Facial asymmetry,617681,0000324,D005146,0080346
7064,Ectropion,617681,0000656,D004483,0080346
7065,Syndactyly,617681,0001159,D013576,0080346
7066,Hypertelorism,253250,0000316,D006972,0050436
7067,Astigmatism,253250,0000483,D001251,0050436
7068,Strabismus,253250,0000486,D013285,0050436
7069,Coloboma,253250,0000589,D003103,0050436
7070,Edema,253250,0000969,D004487,0050436
7071,Intellectual disability,253250,0001249,D008607,0050436
7072,Dysarthria,253250,0001260,D004401,0050436
7073,Ascites,253250,0001541,D001201,0050436
7074,Cardiomegaly,253250,0001640,D006332,0050436
7075,Hydrops fetalis,253250,0001789,D015160,0050436
7076,Hepatomegaly,253250,0002240,D006529,0050436
7077,Nevus,253250,0003764,D009506,0050436
7078,Hypertelorism,209885,0000316,D006972,0060549
7079,Telecanthus,209885,0000506,C562941,0060549
7080,Ectropion,209885,0000656,D004483,0060549
7081,Cutis laxa,209885,0000973,D003483,0060549
7082,Hypertrichosis,209885,0000998,D006983,0060549
7083,Intellectual disability,209885,0001249,D008607,0060549
7084,Hypertelorism,614185,0000316,D006972,0111726
7085,Mitral valve prolapse,614185,0001634,D008945,0111726
7086,Aortic valve stenosis,614185,0001650,D001024,0111726
7087,Pulmonary arterial hypertension,614185,0002092,D000081029,0111726
7088,Respiratory insufficiency,614185,0002093,D012131,0111726
7089,Hepatomegaly,614185,0002240,D006529,0111726
7090,Hypertelorism,617976,0000316,D006972,0080426
7091,Intellectual disability,617976,0001249,D008607,0080426
7092,Hypertelorism,612563,0000316,D006972,0111881
7093,Neutropenia,612563,0001875,D009503,0111881
7094,Anemia,612563,0001903,D000740,0111881
7095,Hypertelorism,617237,0000316,D006972,0111979
7096,Cutis laxa,617237,0000973,D003483,0111979
7097,Hirsutism,617237,0001007,D006628,0111979
7098,Intellectual disability,617237,0001249,D008607,0111979
7099,Eosinophilia,617237,0001880,D004802,0111979
7100,Lymphopenia,617237,0001888,D008231,0111979
7101,Leukocytosis,617237,0001974,D007964,0111979
7102,Hernia,617237,0100790,D006547,0111979
7103,Severe combined immunodeficiency,617237,0004430,D016511,0111979
7104,Hypertelorism,122880,0000316,D006972,0111336
7105,Hypertelorism,614465,0000316,D006972,0110985
7106,Coloboma,614465,0000589,D003103,0110985
7107,Cerebellar hypoplasia,614465,0001321,C562568,0110985
7108,Encephalocele,614465,0002084,D004677,0110985
7109,Polydactyly,614465,0010442,D017689,0110985
7110,Hypertelorism,230740,0000316,D006972,0112249
7111,Strabismus,230740,0000486,D013285,0112249
7112,Glaucoma,230740,0000501,D005901,0112249
7113,Keratoconus,230740,0000563,D007640,0112249
7114,Photophobia,230740,0000613,D020795,0112249
7115,Optic atrophy,230740,0000648,D009896,0112249
7116,Cutis laxa,230740,0000973,D003483,0112249
7117,Intellectual disability,230740,0001249,D008607,0112249
7118,Alopecia,230740,0001596,D000505,0112249
7119,Hepatomegaly,230740,0002240,D006529,0112249
7120,Hernia,230740,0100790,D006547,0112249
7121,Scoliosis,230740,0002650,D012600,0112249
7122,Hypertelorism,218000,0000316,D006972,0090003
7123,Facial asymmetry,218000,0000324,D005146,0090003
7124,Syndactyly,218000,0001159,D013576,0090003
7125,Intellectual disability,218000,0001249,D008607,0090003
7126,Agenesis of corpus callosum,218000,0001274,D061085,0090003
7127,Muscle weakness,218000,0001324,D018908,0090003
7128,Tremor,218000,0001337,D014202,0090003
7129,Scoliosis,218000,0002650,D012600,0090003
7130,Hypertelorism,618961,0000316,D006972,0112303
7131,Brachydactyly,618961,0001156,D059327,0112303
7132,Respiratory insufficiency,618961,0002093,D012131,0112303
7133,Corneal opacity,618961,0007957,D003318,0112303
7134,Hypertelorism,618378,0000316,D006972,0111466
7135,Failure to thrive,618378,0001508,D005183,0111466
7136,Wolff-Parkinson-White syndrome,618378,0001716,D014927,0111466
7137,Acidosis,618378,0001941,D000138,0111466
7138,Respiratory insufficiency,618378,0002093,D012131,0111466
7139,Hypertelorism,123500,0000316,D006972,2339
7140,Strabismus,123500,0000486,D013285,2339
7141,Keratitis,123500,0000491,D007634,2339
7142,Conjunctivitis,123500,0000509,D003231,2339
7143,Optic atrophy,123500,0000648,D009896,2339
7144,Intellectual disability,123500,0001249,D008607,2339
7145,Apnea,123500,0002104,D001049,2339
7146,Dysgerminoma,123500,0100621,D004407,2339
7147,Germinoma,123500,0100620,D018237,2339
7148,Craniofacial dysostosis,123500,0004439,D003394,2339
7149,Hypertelorism,617121,0000316,D006972,0110997
7150,Strabismus,617121,0000486,D013285,0110997
7151,Intellectual disability,617121,0001249,D008607,0110997
7152,Ataxia,617121,0001251,D001259,0110997
7153,Dysarthria,617121,0001260,D004401,0110997
7154,Hypertelorism,218340,0000316,D006972,0111621
7155,Myopia,218340,0000545,D009216,0111621
7156,Coloboma,218340,0000589,D003103,0111621
7157,Ectopia lentis,218340,0001083,D004479,0111621
7158,Brachydactyly,218340,0001156,D059327,0111621
7159,Intellectual disability,218340,0001249,D008607,0111621
7160,Agenesis of corpus callosum,218340,0001274,D061085,0111621
7161,Talipes,218340,0001883,D000070558,0111621
7162,Hip dislocation,218340,0002827,D006617,0111621
7163,Aortic aneurysm,218340,0004942,D001014,0111621
7164,Hypertelorism,271510,0000316,D006972,5684
7165,Cataract,271510,0000518,D002386,5684
7166,Hypothyroidism,271510,0000821,D007037,5684
7167,Congenital hypothyroidism,271510,0000851,D003409,5684
7168,Intellectual disability,271510,0001249,D008607,5684
7169,Neutropenia,271510,0001875,D009503,5684
7170,Arnold-Chiari malformation,271510,0002308,D001139,5684
7171,Scoliosis,271510,0002650,D012600,5684
7172,Tracheomalacia,271510,0002779,D055090,5684
7173,Kyphosis,271510,0002808,D007738,5684
7174,Coxa vara,271510,0002812,D060905,5684
7175,Genu valgum,271510,0002857,D056304,5684
7176,Genu varum,271510,0002970,D056305,5684
7177,Hypertelorism,269500,0000316,D006972,0060756
7178,Strabismus,269500,0000486,D013285,0060756
7179,Esotropia,269500,0000565,D004948,0060756
7180,Optic atrophy,269500,0000648,D009896,0060756
7181,Syndactyly,269500,0001159,D013576,0060756
7182,Muscle weakness,269500,0001324,D018908,0060756
7183,Headache,269500,0002315,D006261,0060756
7184,Hyperostosis,269500,0100774,D015576,0060756
7185,Hypertelorism,602849,0000316,D006972,0060703
7186,Otitis media,602849,0000388,D010033,0060703
7187,Strabismus,602849,0000486,D013285,0060703
7188,Amblyopia,602849,0000646,D000550,0060703
7189,Brachydactyly,602849,0001156,D059327,0060703
7190,Intellectual disability,602849,0001249,D008607,0060703
7191,Plagiocephaly,602849,0001357,D059041,0060703
7192,Hypertelorism,601088,0000316,D006972,0111688
7193,Facial asymmetry,601088,0000324,D005146,0111688
7194,Cataract,601088,0000518,D002386,0111688
7195,Brachydactyly,601088,0001156,D059327,0111688
7196,Intellectual disability,601088,0001249,D008607,0111688
7197,Pericarditis,601088,0001701,D010493,0111688
7198,Arnold-Chiari malformation,601088,0002308,D001139,0111688
7199,Radioulnar synostosis,601088,0002974,C562408,0111688
7200,Serositis,601088,0045073,D012700,0111688
7201,Hypertelorism,143095,0000316,D006972,0050813
7202,Brachydactyly,143095,0001156,D059327,0050813
7203,Aortic valve stenosis,143095,0001650,D001024,0050813
7204,Talipes,143095,0001883,D000070558,0050813
7205,Pulmonary arterial hypertension,143095,0002092,D000081029,0050813
7206,Scoliosis,143095,0002650,D012600,0050813
7207,Kyphosis,143095,0002808,D007738,0050813
7208,Arthralgia,143095,0002829,D018771,0050813
7209,Genu valgum,143095,0002857,D056304,0050813
7210,Shoulder dislocation,143095,0003834,D012783,0050813
7211,Knee dislocation,143095,0004976,D031221,0050813
7212,Pain,143095,0012531,D010146,0050813
7213,Hypertelorism,617752,0000316,D006972,0080234
7214,Strabismus,617752,0000486,D013285,0080234
7215,Intellectual disability,617752,0001249,D008607,0080234
7216,Obesity,617752,0001513,D009765,0080234
7217,Facial asymmetry,174800,0000324,D005146,1858
7218,Blindness,174800,0000618,D001766,1858
7219,Hyperthyroidism,174800,0000836,D006980,1858
7220,Hyperparathyroidism,174800,0000843,D006961,1858
7221,Hyperostosis,174800,0100774,D015576,1858
7222,Intestinal polyposis,174800,0200008,D044483,1858
7223,Hyperpituitarism,174800,0010514,D006964,1858
7224,Facial asymmetry,600268,0000324,D005146,0111705
7225,Astigmatism,600268,0000483,D001251,0111705
7226,Strabismus,600268,0000486,D013285,0111705
7227,Edema,600268,0000969,D004487,0111705
7228,Lymphedema,600268,0001004,D008209,0111705
7229,Stroke,600268,0001297,D020521,0111705
7230,Bladder exstrophy,600268,0002836,D001746,0111705
7231,Nevus,600268,0003764,D009506,0111705
7232,Corneal opacity,600268,0007957,D003318,0111705
7233,Epidermal nevus,600268,0010816,C580062,0111705
7234,Anisometropia,600268,0012803,D015858,0111705
7235,Tinnitus,108500,0000360,D014012,0050990
7236,Diplopia,108500,0000651,D004172,0050990
7237,Ataxia,108500,0001251,D001259,0050990
7238,Dysarthria,108500,0001260,D004401,0050990
7239,Muscle weakness,108500,0001324,D018908,0050990
7240,Dystonia,108500,0001332,D004421,0050990
7241,Episodic ataxia,108500,0002131,C580065,0050990
7242,Headache,108500,0002315,D006261,0050990
7243,Vertigo,108500,0002321,D014717,0050990
7244,Myotonia,108500,0002486,D009222,0050990
7245,Paresthesia,108500,0003401,D010292,0050990
7246,Tinnitus,617691,0000360,D014012,0080286
7247,Ataxia,617691,0001251,D001259,0080286
7248,Dysarthria,617691,0001260,D004401,0080286
7249,Gait ataxia,617691,0002066,D020234,0080286
7250,Otitis media,615615,0000388,D010033,0111971
7251,Lymphopenia,615615,0001888,D008231,0111971
7252,Otitis media,618131,0000388,D010033,0111984
7253,Eczema,618131,0000964,D004485,0111984
7254,Urticaria,618131,0001025,D014581,0111984
7255,Failure to thrive,618131,0001508,D005183,0111984
7256,Diarrhea,618131,0002014,D003967,0111984
7257,Pneumonia,618131,0002090,D011014,0111984
7258,Asthma,618131,0002099,D001249,0111984
7259,Bronchiectasis,618131,0002110,D001987,0111984
7260,Dysuria,618131,0100518,D053159,0111984
7261,Esophagitis,618131,0100633,D004941,0111984
7262,Colitis,618131,0002583,D003092,0111984
7263,Airway obstruction,618131,0006536,D000402,0111984
7264,Ichthyosis,618131,0008064,D007057,0111984
7265,Abscess,618131,0025615,D000038,0111984
7266,Stomatitis,618131,0010280,D013280,0111984
7267,Onychomycosis,618131,0012203,D014009,0111984
7268,Fatigue,618131,0012378,D005221,0111984
7269,Rhinitis,618131,0012384,D012220,0111984
7270,Bronchitis,618131,0012387,D001991,0111984
7271,Papilloma,618131,0012740,D010212,0111984
7272,Molluscum contagiosum,618131,0032163,D008976,0111984
7273,Otitis media,608940,0000388,D010033,0112300
7274,Brachydactyly,608940,0001156,D059327,0112300
7275,Scoliosis,608940,0002650,D012600,0112300
7276,Coxa vara,608940,0002812,D060905,0112300
7277,Otitis media,617585,0000388,D010033,0111992
7278,Failure to thrive,617585,0001508,D005183,0111992
7279,Otitis media,614468,0000388,D010033,0090064
7280,Edema,614468,0000969,D004487,0090064
7281,Pruritus,614468,0000989,D011537,0090064
7282,Urticaria,614468,0001025,D014581,0090064
7283,Vitiligo,614468,0001045,D014820,0090064
7284,Asthma,614468,0002099,D001249,0090064
7285,Thyroiditis,614468,0100646,D013966,0090064
7286,Angioedema,614468,0100665,D000799,0090064
7287,Autoimmunity,614468,0002960,D015551,0090064
7288,Erythema,614468,0010783,D004890,0090064
7289,Onychomycosis,614468,0012203,D014009,0090064
7290,Rhinitis,614468,0012384,D012220,0090064
7291,Otitis media,615607,0000388,D010033,0111973
7292,Eczema,615607,0000964,D004485,0111973
7293,Failure to thrive,615607,0001508,D005183,0111973
7294,Lymphopenia,615607,0001888,D008231,0111973
7295,Anemia,615607,0001903,D000740,0111973
7296,Autoimmunity,615607,0002960,D015551,0111973
7297,T lymphocytopenia,615607,0005403,C536783,0111973
7298,Otitis media,166760,0000388,D010033,166760
7299,Multifactorial inheritance,166760,0001426,D020412,166760
7300,Otitis media,615617,0000388,D010033,0111972
7301,Failure to thrive,615617,0001508,D005183,0111972
7302,Lymphopenia,615617,0001888,D008231,0111972
7303,Diarrhea,615617,0002014,D003967,0111972
7304,Epistaxis,175050,0000421,D004844,0111543
7305,Stroke,175050,0001297,D020521,0111543
7306,Mitral valve prolapse,175050,0001634,D008945,0111543
7307,Anemia,175050,0001903,D000740,0111543
7308,Diarrhea,175050,0002014,D003967,0111543
7309,Gastrointestinal hemorrhage,175050,0002239,D006471,0111543
7310,Aortic aneurysm,175050,0004942,D001014,0111543
7311,Hamartoma,175050,0010566,D006222,0111543
7312,Epistaxis,185070,0000421,D004844,0060354
7313,Miosis,185070,0000616,D015877,0060354
7314,Stroke,185070,0001297,D020521,0060354
7315,Muscle weakness,185070,0001324,D018908,0060354
7316,Thrombocytopenia,185070,0001873,D013921,0060354
7317,Anemia,185070,0001903,D000740,0060354
7318,Headache,185070,0002315,D006261,0060354
7319,Myalgia,185070,0003326,D063806,0060354
7320,Ichthyosis,185070,0008064,D007057,0060354
7321,Dyslexia,185070,0010522,D004410,0060354
7322,Pain,185070,0012531,D010146,0060354
7323,Epistaxis,614076,0000421,D004844,0060545
7324,Albinism,614076,0001022,D000417,0060545
7325,Epistaxis,614075,0000421,D004844,0060544
7326,Strabismus,614075,0000486,D013285,0060544
7327,Photophobia,614075,0000613,D020795,0060544
7328,Albinism,614075,0001022,D000417,0060544
7329,Otitis externa,618847,0410017,D010032,0111998
7330,Meningitis,618847,0001287,D008581,0111998
7331,Sepsis,618847,0100806,D018805,0111998
7332,Anosmia,611584,0000458,D000086582,0110956
7333,Heterochromia iridis,611584,0001100,C538115,0110956
7334,Intellectual disability,611584,0001249,D008607,0110956
7335,Anosmia,606693,0000458,D000086582,0060556
7336,Torticollis,606693,0000473,D014103,0060556
7337,Dementia,606693,0000726,D003704,0060556
7338,Hallucinations,606693,0000738,D006212,0060556
7339,Intellectual disability,606693,0001249,D008607,0060556
7340,Ataxia,606693,0001251,D001259,0060556
7341,Dysarthria,606693,0001260,D004401,0060556
7342,Dystonia,606693,0001332,D004421,0060556
7343,Myoclonus,606693,0001336,D009207,0060556
7344,Tremor,606693,0001337,D014202,0060556
7345,Hypokinesia,606693,0002375,D018476,0060556
7346,Paraparesis,606693,0002385,D020335,0060556
7347,Paraplegia,606693,0010550,D010264,0060556
7348,Fatigue,606693,0012378,D005221,0060556
7349,Torticollis,615034,0000473,D014103,0090052
7350,Blepharospasm,615034,0000643,D001764,0090052
7351,Dystonia,615034,0001332,D004421,0090052
7352,Tremor,615034,0001337,D014202,0090052
7353,Torticollis,128235,0000473,D014103,0090056
7354,Depression,128235,0000716,D003863,0090056
7355,Anxiety,128235,0000739,D001007,0090056
