,HPO_LABEL,ORPHA,HPO,DOID_MAP,EDGES_TO_DOID
10148,Agammaglobulinemia,47,0004432,2583,14179
10149,Hepatitis,47,0012115,2237,14179
10150,Microcephaly,808,0000252,10907,0050569
10159,Glaucoma,808,0000501,1686,0050569
10168,Intellectual disability,808,0001249,1059,0050569
10177,Craniosynostosis,808,0001363,2340,0050569
10186,Scoliosis,808,0002650,0060249,0050569
10195,Tooth agenesis,808,0009804,0050591,0050569
10204,Microcephaly,178469,0000252,10907,0060307
10240,Intellectual disability,178469,0001249,1059,0060307
10276,Dystonia,178469,0001332,543,0060307
10312,Polymicrogyria,178469,0002126,0080918,0060307
10348,Status epilepticus,178469,0002133,1824,0060307
10384,Scoliosis,178469,0002650,0060249,0060307
10420,Oculogyric crisis,178469,0010553,0050842,0060307
10456,Bilateral generalized polymicrogyria,178469,0032410,0080920,0060307
10492,Microcephaly,67046,0000252,10907,0110002
10493,Dystonia,67046,0001332,543,0110002
10494,Hypoglycemia,67046,0001943,9993,0110002
10495,3-Methylglutaconic aciduria,67046,0003535,0060336,0110002
10496,Microcephaly,88616,0000252,10907,0060308
10537,Intellectual disability,88616,0001249,1059,0060308
10578,Dystonia,88616,0001332,543,0060308
10619,Polymicrogyria,88616,0002126,0080918,0060308
10660,Microcephaly,98889,0000252,10907,0080924
10663,Choanal atresia,98889,0000453,9574,0080924
10666,Intellectual disability,98889,0001249,1059,0080924
10669,Cerebellar hypoplasia,98889,0001321,0070338,0080924
10672,Lissencephaly,98889,0001339,0050453,0080924
10675,Polymicrogyria,98889,0002126,0080918,0080924
10678,Apraxia,98889,0002186,0060135,0080924
10681,Distal arthrogryposis,98889,0005684,0050646,0080924
10684,Bilateral perisylvian polymicrogyria,98889,0032407,0080924,0080924
10687,Microcephaly,317,0000252,10907,0050467
10691,Glaucoma,317,0000501,1686,0050467
10695,Cataract,317,0000518,83,0050467
10699,Diabetes mellitus,317,0000819,9351,0050467
10703,Brachydactyly,317,0001156,0050581,0050467
10707,Intellectual disability,317,0001249,1059,0050467
10711,Alopecia,317,0001596,987,0050467
10715,Glucose intolerance,317,0001952,10603,0050467
10719,Microcephaly,578,0000252,10907,0080490
10720,Strabismus,578,0000486,540,0080490
10721,Intellectual disability,578,0001249,1059,0080490
10722,Microcephaly,1675,0000252,10907,14218
10723,Astigmatism,1675,0000483,11782,14218
10724,Strabismus,1675,0000486,540,14218
10725,Myopia,1675,0000545,11830,14218
10726,Intellectual disability,1675,0001249,1059,14218
10727,Microcephaly,251383,0000252,10907,0111898
10728,Strabismus,251383,0000486,540,0111898
10729,Intellectual disability,251383,0001249,1059,0111898
10730,Lissencephaly,251383,0001339,0050453,0111898
10731,Polymicrogyria,251383,0002126,0080918,0111898
10732,Aphasia,251383,0002381,0060046,0111898
10733,Scoliosis,251383,0002650,0060249,0111898
10734,Microcephaly,2884,0000252,10907,3263
10736,Hypertrichosis,2884,0000998,420,3263
10738,Intellectual disability,2884,0001249,1059,3263
10740,Piebaldism,2884,0007544,3263,3263
10742,Microcephaly,239,0000252,10907,0111167
10743,Intellectual disability,239,0001249,1059,0111167
10744,Metaphyseal dysplasia,239,0100255,0080019,0111167
10745,Spondyloepimetaphyseal dysplasia,239,0002651,0080027,0111167
10746,Microcephaly,26792,0000252,10907,0080154
10747,Optic atrophy,26792,0000648,5723,0080154
10748,Dystonia,26792,0001332,543,0080154
10749,Cardiomyopathy,26792,0001638,0050700,0080154
10750,Metabolic acidosis,26792,0001942,0050758,0080154
10751,Hypoglycemia,26792,0001943,9993,0080154
10752,Myopathy,26792,0003198,423,0080154
10753,Microcephaly,208441,0000252,10907,0080923
10754,Strabismus,208441,0000486,540,0080923
10755,Intellectual disability,208441,0001249,1059,0080923
10756,Microcephaly,352577,0000252,10907,0080893
10757,Strabismus,352577,0000486,540,0080893
10758,Hypertrichosis,352577,0000998,420,0080893
10759,Intellectual disability,352577,0001249,1059,0080893
10760,Cerebellar hypoplasia,352577,0001321,0070338,0080893
10761,Scoliosis,352577,0002650,0060249,0080893
10762,Microcephaly,869,0000252,10907,0050602
10765,Coloboma,869,0000589,12270,0050602
10768,Optic atrophy,869,0000648,5723,0050602
10771,Achalasia,869,0002571,9164,0050602
10774,Hypopituitarism,869,0040075,9406,0050602
10777,Microcephaly,166063,0000252,10907,0060273
10778,Cerebellar hypoplasia,166063,0001321,0070338,0060273
10779,Polyhydramnios,166063,0001561,8488,0060273
10780,Arthrogryposis multiplex congenita,166063,0002804,0080954,0060273
10781,Primary microcephaly,166063,0011451,0070297,0060273
10782,Microcephaly,2177,0000252,10907,4626
10783,Blindness,2177,0000618,1432,4626
10784,Spastic diplegia,2177,0001264,10965,4626
10785,Meningitis,2177,0001287,9471,4626
10786,Primary microcephaly,2177,0011451,0070297,4626
10787,Microcephaly,726,0000252,10907,0080122
10788,Blindness,726,0000618,1432,0080122
10789,Microcephaly,101070,0000252,10907,0080922
10791,Strabismus,101070,0000486,540,0080922
10793,Esotropia,101070,0000565,9840,0080922
10795,Intellectual disability,101070,0001249,1059,0080922
10797,Cerebellar hypoplasia,101070,0001321,0070338,0080922
10799,Microcephaly,289504,0000252,10907,0111263
10800,Dystonia,289504,0001332,543,0111263
10801,Hypoglycemia,289504,0001943,9993,0111263
10802,Diarrhea,289504,0002014,13250,0111263
10803,Migraine,289504,0002076,6364,0111263
10804,Methylmalonic acidemia,289504,0002912,14749,0111263
10805,Microcephaly,192,0000252,10907,3783
10806,Strabismus,192,0000486,540,3783
10807,Cataract,192,0000518,83,3783
10808,Optic atrophy,192,0000648,5723,3783
10809,Cutis laxa,192,0000973,3144,3783
10810,Brachydactyly,192,0001156,0050581,3783
10811,Intellectual disability,192,0001249,1059,3783
10812,Hyperostosis,192,0100774,205,3783
10813,Scoliosis,192,0002650,0060249,3783
10814,Tooth agenesis,192,0009804,0050591,3783
10815,Sleep apnea,192,0010535,0050847,3783
10816,Microcephaly,2203,0000252,10907,9274
10817,Strabismus,2203,0000486,540,9274
10818,Intellectual disability,2203,0001249,1059,9274
10819,Spastic diplegia,2203,0001264,10965,9274
10820,Craniosynostosis,2203,0001363,2340,9274
10821,Pneumonia,2203,0002090,552,9274
10822,Hyperlysinemia,2203,0002161,9274,9274
10823,Cystinuria,2203,0003131,9266,9274
10824,Microcephaly,457240,0000252,10907,0112056
10825,Strabismus,457240,0000486,540,0112056
10826,Intellectual disability,457240,0001249,1059,0112056
10827,Myocardial infarction,457240,0001658,5844,0112056
10828,Pulmonary fibrosis,457240,0002206,3770,0112056
10829,Hyperostosis,457240,0100774,205,0112056
10830,Hypopituitarism,457240,0040075,9406,0112056
10831,Microcephaly,29,0000252,10907,0050452
10832,Cataract,29,0000518,83,0050452
10833,Intellectual disability,29,0001249,1059,0050452
10834,Microcephaly,896,0000252,10907,0110949
10835,Blepharophimosis,896,0000581,10348,0110949
10836,Syndactyly,896,0001159,11193,0110949
10837,Intellectual disability,896,0001249,1059,0110949
10838,Tracheomalacia,896,0002779,0060313,0110949
10839,Paraplegia,896,0010550,607,0110949
10840,Microcephaly,2637,0000252,10907,0060609
10841,Brachydactyly,2637,0001156,0050581,0060609
10842,Intellectual disability,2637,0001249,1059,0060609
10843,Obesity,2637,0001513,9970,0060609
10844,Laryngomalacia,2637,0001601,0080833,0060609
10845,Patent ductus arteriosus,2637,0001643,13832,0060609
10846,Anemia,2637,0001903,2355,0060609
10847,Scoliosis,2637,0002650,0060249,0060609
10848,Tracheal stenosis,2637,0002777,3227,0060609
10849,Attention deficit hyperactivity disorder,2637,0007018,1094,0060609
10850,Tooth agenesis,2637,0009804,0050591,0060609
10851,Microcephaly,1667,0000252,10907,0090060
10852,Strabismus,1667,0000486,540,0090060
10853,Diabetes mellitus,1667,0000819,9351,0090060
10854,Hypothyroidism,1667,0000821,1459,0090060
10855,Intellectual disability,1667,0001249,1059,0090060
10856,Cholestasis,1667,0001396,13580,0090060
10857,Double outlet right ventricle,1667,0001719,6406,0090060
10858,Exocrine pancreatic insufficiency,1667,0001738,13316,0090060
10859,Neutropenia,1667,0001875,1227,0090060
10860,Iron deficiency anemia,1667,0001891,11758,0090060
10861,Anemia,1667,0001903,2355,0090060
10862,Hypochromic anemia,1667,0001931,11759,0090060
10863,Metaphyseal dysplasia,1667,0100255,0080019,0090060
10864,Glucose intolerance,1667,0001952,10603,0090060
10865,Hepatic encephalopathy,1667,0002480,13413,0090060
10866,Multiple epiphyseal dysplasia,1667,0002654,12721,0090060
10867,Chronic kidney disease,1667,0012622,784,0090060
10868,Microcephaly,778,0000252,10907,1206
10869,Cholecystitis,778,0001082,1949,1206
10870,Dystonia,778,0001332,543,1206
10871,Apraxia,778,0002186,0060135,1206
10872,Scoliosis,778,0002650,0060249,1206
10873,Primary microcephaly,778,0011451,0070297,1206
10874,Microcephaly,208447,0000252,10907,0080920
10875,Ophthalmoplegia,208447,0000602,539,0080920
10876,Intellectual disability,208447,0001249,1059,0080920
10877,Dystonia,208447,0001332,543,0080920
10878,Status epilepticus,208447,0002133,1824,0080920
10879,Mutism,208447,0002300,4189,0080920
10880,Oculogyric crisis,208447,0010553,0050842,0080920
10881,Microcephaly,85278,0000252,10907,0060825
10882,Strabismus,85278,0000486,540,0060825
10883,Ophthalmoplegia,85278,0000602,539,0060825
10884,Intellectual disability,85278,0001249,1059,0060825
10885,Dystonia,85278,0001332,543,0060825
10886,Mutism,85278,0002300,4189,0060825
10887,Arthrogryposis multiplex congenita,85278,0002804,0080954,0060825
10888,Microcephaly,159,0000252,10907,0111585
10889,Cardiomyopathy,159,0001638,0050700,0111585
10890,Hypoglycemia,159,0001943,9993,0111585
10891,Preeclampsia,159,0100602,10591,0111585
10892,Otitis media,1572,0000388,10754,12177
10904,Purpura,1572,0000979,3326,12177
10916,Thrombocytopenia,1572,0001873,1588,12177
10928,Hemolytic anemia,1572,0001878,583,12177
10940,Lymphopenia,1572,0001888,614,12177
10952,Anemia,1572,0001903,2355,12177
10964,Pneumonia,1572,0002090,552,12177
10976,Bronchiectasis,1572,0002110,9563,12177
10988,Vasculitis,1572,0002633,865,12177
11000,Lymphoma,1572,0002665,0060058,12177
11012,Bronchitis,1572,0012387,6132,12177
11024,Otitis media,391372,0000388,10754,0111331
11025,Strabismus,391372,0000486,540,0111331
11026,Ptosis,391372,0000508,0060260,0111331
11027,Blepharophimosis,391372,0000581,10348,0111331
11028,Diabetes mellitus,391372,0000819,9351,0111331
11029,Hypothyroidism,391372,0000821,1459,0111331
11030,Intellectual disability,391372,0001249,1059,0111331
11031,Glucose intolerance,391372,0001952,10603,0111331
11032,Constipation,391372,0002019,2089,0111331
11033,Apraxia,391372,0002186,0060135,0111331
11034,Attention deficit hyperactivity disorder,391372,0007018,1094,0111331
11035,Otitis media,33355,0000388,10754,0060020
11036,Leukopenia,33355,0001882,615,0060020
11037,Anemia,33355,0001903,2355,0060020
11038,Diarrhea,33355,0002014,13250,0060020
11039,Severe combined immunodeficiency,33355,0004430,627,0060020
11040,Combined immunodeficiency,33355,0005387,0111962,0060020
11041,Cleft lip,34217,0410030,9296,0080551
11042,Acanthosis nigricans,34217,0000956,3138,0080551
11043,Congestive heart failure,34217,0001635,6000,0080551
11044,Cardiomyopathy,34217,0001638,0050700,0080551
11045,Cardiac arrest,34217,0001695,0060319,0080551
11046,Choanal atresia,1200,0000453,9574,0080695
11048,Astigmatism,231183,0000483,11782,0110828
11053,Cataract,231183,0000518,83,0110828
11058,Scotoma,231183,0000575,9335,0110828
11063,Schizophrenia,231183,0100753,5419,0110828
11068,Astigmatism,98960,0000483,11782,0060455
11069,Astigmatism,98973,0000483,11782,0060457
11074,Strabismus,98973,0000486,540,0060457
11079,Glaucoma,98973,0000501,1686,0060457
11084,Esotropia,98973,0000565,9840,0060457
11089,Amblyopia,98973,0000646,10376,0060457
11094,Ocular hypertension,98973,0007906,9282,0060457
11099,Astigmatism,98969,0000483,11782,2565
11100,Astigmatism,293381,0000483,11782,0070337
11101,Keratitis,293381,0000491,4677,0070337
11102,Conjunctivitis,293381,0000509,6195,0070337
11103,Keratoconjunctivitis,293381,0001096,9368,0070337
11104,Keratoconjunctivitis sicca,293381,0001097,12895,0070337
11105,Corneal dystrophy,293381,0001131,2566,0070337
11106,Irregular astigmatism,293381,0031792,13919,0070337
11107,Strabismus,708,0000486,540,0060673
11112,Glaucoma,708,0000501,1686,0060673
11117,Cataract,708,0000518,83,0060673
11122,Peters anomaly,708,0000659,0060673,0060673
11127,Strabismus,627,0000486,540,0060599
11128,Glaucoma,627,0000501,1686,0060599
11129,Cataract,627,0000518,83,0060599
11130,Retinal detachment,627,0000541,5327,0060599
11131,Microphthalmia,627,0000568,10629,0060599
11132,Intellectual disability,627,0001249,1059,0060599
11133,Strabismus,215,0000486,540,0050534
11148,Myopia,215,0000545,11830,0050534
11163,Congenital stationary night blindness,215,0007642,0050534,0050534
11178,Strabismus,2971,0000486,540,0050797
11179,Myopia,2971,0000545,11830,0050797
11180,Optic atrophy,2971,0000648,5723,0050797
11181,Intellectual disability,2971,0001249,1059,0050797
11182,Tooth agenesis,2971,0009804,0050591,0050797
11183,Polydactyly,2971,0010442,1148,0050797
11184,Strabismus,52022,0000486,540,0111687
11187,Hypothyroidism,52022,0000821,1459,0111687
11190,Hypertension,52022,0000822,10763,0111687
11193,Intellectual disability,52022,0001249,1059,0111687
11196,Anemia,52022,0001903,2355,0111687
11199,Nephroblastoma,52022,0002667,2154,0111687
11202,Parietal foramina,52022,0002697,0060285,0111687
11205,Strabismus,35612,0000486,540,0080634
11210,Glaucoma,35612,0000501,1686,0080634
11215,Microphthalmia,35612,0000568,10629,0080634
11220,Strabismus,1540,0000486,540,0111337
11221,Ptosis,1540,0000508,0060260,0111337
11222,Syndactyly,1540,0001159,11193,0111337
11223,Polydactyly,1540,0010442,1148,0111337
11224,Strabismus,3129,0000486,540,0112307
11225,Blindness,3129,0000618,1432,0112307
11226,Optic atrophy,3129,0000648,5723,0112307
11227,Intellectual disability,3129,0001249,1059,0112307
11228,Cardiomyopathy,3129,0001638,0050700,0112307
11229,Hypertrophic cardiomyopathy,3129,0001639,11984,0112307
11230,Dyslexia,3129,0010522,4428,0112307
11231,Strabismus,2131,0000486,540,0050635
11235,Esotropia,2131,0000565,9840,0050635
11239,Exotropia,2131,0000577,1143,0050635
11243,Intellectual disability,2131,0001249,1059,0050635
11247,Dystonia,2131,0001332,543,0050635
11251,Cardiomyopathy,2131,0001638,0050700,0050635
11255,Diarrhea,2131,0002014,13250,0050635
11259,Constipation,2131,0002019,2089,0050635
11263,Status epilepticus,2131,0002133,1824,0050635
11267,Apraxia,2131,0002186,0060135,0050635
11271,Hemiplegia,2131,0002301,10969,0050635
11275,Abnormal pupillary function,2131,0007686,11518,0050635
11279,Strabismus,98764,0000486,540,0050976
11280,Intellectual disability,98764,0001249,1059,0050976
11281,Dysgraphia,98764,0010526,4540,0050976
11282,Strabismus,46627,0000486,540,0060563
11283,Ptosis,46627,0000508,0060260,0060563
11284,Myopia,46627,0000545,11830,0060563
11285,Brachydactyly,46627,0001156,0050581,0060563
11286,Syndactyly,46627,0001159,11193,0060563
11287,Ventricular septal defect,46627,0001629,1657,0060563
11288,Patent ductus arteriosus,46627,0001643,13832,0060563
11289,Polydactyly,46627,0010442,1148,0060563
11290,Strabismus,3250,0000486,540,0050788
11292,Brachydactyly,3250,0001156,0050581,0050788
11294,Syndactyly,3250,0001159,11193,0050788
11296,Proximal symphalangism,3250,0100264,0050788,0050788
11298,Ankylosis,3250,0031013,227,0050788
11300,Strabismus,2833,0000486,540,0111561
11301,Glaucoma,2833,0000501,1686,0111561
11302,Retinal detachment,2833,0000541,5327,0111561
11303,Nephrolithiasis,2833,0000787,585,0111561
11304,Diabetes mellitus,2833,0000819,9351,0111561
11305,Hypertension,2833,0000822,10763,0111561
11306,Glucose intolerance,2833,0001952,10603,0111561
11307,Lipodystrophy,2833,0009125,811,0111561
11308,Strabismus,1306,0000486,540,0111536
11309,Hypertension,1306,0000822,10763,0111536
11310,Lymphedema,1306,0001004,4977,0111536
11311,Hemangioma,1306,0001028,255,0111536
11312,Syndactyly,1306,0001159,11193,0111536
11313,Craniosynostosis,1306,0001363,2340,0111536
11314,Arthritis,1306,0001369,848,0111536
11315,Scleroderma,1306,0100324,419,0111536
11316,Hyperostosis,1306,0100774,205,0111536
11317,Osteopoikilosis,1306,0010739,11991,0111536
11318,Strabismus,190,0000486,540,7765
11319,Glaucoma,190,0000501,1686,7765
11320,Cataract,190,0000518,83,7765
11321,Retinal detachment,190,0000541,5327,7765
11322,Strabismus,1458,0000486,540,0111274
11323,Ptosis,1458,0000508,0060260,0111274
11324,Cataract,1458,0000518,83,0111274
11325,Brachydactyly,1458,0001156,0050581,0111274
11326,Ventricular septal defect,1458,0001629,1657,0111274
11327,Scoliosis,1458,0002650,0060249,0111274
11328,Biliary atresia,1458,0005912,13608,0111274
11329,Strabismus,1955,0000486,540,0050981
11330,Hypohidrosis,1955,0000966,11155,0050981
11331,Urticaria,1955,0001025,1555,0050981
11332,Strabismus,99949,0000486,540,0110183
11333,Exotropia,99949,0000577,1143,0110183
11334,Optic atrophy,99949,0000648,5723,0110183
11335,Trigeminal neuralgia,99949,0100661,12098,0110183
11336,Scoliosis,99949,0002650,0060249,0110183
11337,Abnormal pupillary function,99949,0007686,11518,0110183
11338,Strabismus,2307,0000486,540,0111381
11339,Thrombocytopenia,2307,0001873,1588,0111381
11340,Scoliosis,2307,0002650,0060249,0111381
11341,Radioulnar synostosis,2307,0002974,9827,0111381
11342,Polydactyly,2307,0010442,1148,0111381
11343,Strabismus,411493,0000486,540,0060279
11344,Optic atrophy,411493,0000648,5723,0060279
11345,Intellectual disability,411493,0001249,1059,0060279
11346,Keratitis,95159,0000491,4677,5230
11347,Blepharitis,95159,0000498,9423,5230
11348,Conjunctivitis,95159,0000509,6195,5230
11349,Blindness,95159,0000618,1432,5230
11350,Ectropion,95159,0000656,1570,5230
11351,Osteoporosis,95159,0000939,11476,5230
11352,Hypertrichosis,95159,0000998,420,5230
11353,Keratoconjunctivitis,95159,0001096,9368,5230
11354,Alopecia,95159,0001596,987,5230
11355,Hemolytic anemia,95159,0001878,583,5230
11356,Anemia,95159,0001903,2355,5230
11357,Scleritis,95159,0100532,13452,5230
11358,Keratitis,90340,0000491,4677,0050678
11359,Glaucoma,90340,0000501,1686,0050678
11360,Cataract,90340,0000518,83,0050678
11361,Uveitis,90340,0000554,13141,0050678
11362,Hypertension,90340,0000822,10763,0050678
11363,Iridocyclitis,90340,0001094,9383,0050678
11364,Pericarditis,90340,0001701,1787,0050678
11365,Anemia,90340,0001903,2355,0050678
11366,Optic neuritis,90340,0100653,1210,0050678
11367,Synovitis,90340,0100769,2703,0050678
11368,Vasculitis,90340,0002633,865,0050678
11369,Arthropathy,90340,0003040,381,0050678
11370,Aortic aneurysm,90340,0004942,3627,0050678
11371,Renal cell carcinoma,90340,0005584,4450,0050678
11372,Clear cell renal cell carcinoma,90340,0006770,4467,0050678
11373,Ichthyosis,90340,0008064,1697,0050678
11374,Anterior uveitis,90340,0012122,1407,0050678
11375,Posterior uveitis,90340,0012123,12574,0050678
11376,Erythema nodosum,90340,0012219,0080750,0050678
11377,Chronic kidney disease,90340,0012622,784,0050678
11378,Keratitis,79242,0000491,4677,859
11379,Conjunctivitis,79242,0000509,6195,859
11380,Keratoconjunctivitis,79242,0001096,9368,859
11381,Alopecia,79242,0001596,987,859
11382,Thrombocytopenia,79242,0001873,1588,859
11383,Keratitis,2334,0000491,4677,0111383
11384,Cataract,2334,0000518,83,0111383
11385,Aniridia,2334,0000526,12271,0111383
