,HPO_LABEL,ORPHA,HPO,MESH,DOID
11941,Intellectual disability,2136,0001249,D008607,0060366
11944,Lissencephaly,2136,0001339,D054082,0060366
11947,Ascites,2136,0001541,D001201,0060366
11950,Pericardial effusion,2136,0001698,D010490,0060366
11953,Splenomegaly,2136,0001744,D013163,0060366
11956,Hydrops fetalis,2136,0001789,D015160,0060366
11959,Lymphopenia,2136,0001888,D008231,0060366
11962,Pyloric stenosis,2136,0002021,D011707,0060366
11965,Respiratory insufficiency,2136,0002093,D012131,0060366
11968,Pleural effusion,2136,0002202,D010996,0060366
11971,Lymphangioma,2136,0100764,D008202,0060366
11974,Lymphadenopathy,2136,0002716,D000072281,0060366
11977,Hypocalcemia,2136,0002901,D006996,0060366
11980,Chylothorax,2136,0010310,D002916,0060366
11983,Hamartoma,2136,0010566,D006222,0060366
11986,Lymphangiectasis,2136,0031842,D008200,0060366
11989,Gingival overgrowth,137834,0000212,D019214,0111789
11990,Hypertelorism,137834,0000316,D006972,0111789
11991,Gynecomastia,137834,0000771,D006177,0111789
11992,Brachydactyly,137834,0001156,D059327,0111789
11993,Mitral valve prolapse,137834,0001634,D008945,0111789
11994,Hernia,137834,0100790,D006547,0111789
11995,Scoliosis,137834,0002650,D012600,0111789
11996,Osteolysis,137834,0002797,D010014,0111789
11997,Kyphosis,137834,0002808,D007738,0111789
11998,Gingival overgrowth,2836,0000212,D019214,0080539
12000,Hydrocephalus,2836,0000238,D006849,0080539
12002,Microcephaly,2836,0000252,D008831,0080539
12004,Optic atrophy,2836,0000648,D009896,0080539
12006,Edema,2836,0000969,D004487,0080539
12008,Intellectual disability,2836,0001249,D008607,0080539
12010,Gingival overgrowth,175,0000212,D019214,14773
12011,Strabismus,175,0000486,D013285,14773
12012,Myopia,175,0000545,D009216,14773
12013,Pectus carinatum,175,0000768,D066166,14773
12014,Failure to thrive,175,0001508,D005183,14773
12015,Neutropenia,175,0001875,D009503,14773
12016,Anemia,175,0001903,D000740,14773
12017,Respiratory insufficiency,175,0002093,D012131,14773
12018,Hepatomegaly,175,0002240,D006529,14773
12019,Scoliosis,175,0002650,D012600,14773
12020,Tracheal stenosis,175,0002777,D014135,14773
12021,Hypocalcemia,175,0002901,D006996,14773
12022,Spinal dysraphism,175,0010301,D016135,14773
12023,Heart block,175,0012722,D006327,14773
12024,Xerostomia,803,0000217,D014987,332
12061,Depression,803,0000716,D003863,332
12098,Anxiety,803,0000739,D001007,332
12135,Muscle weakness,803,0001324,D018908,332
12172,Respiratory insufficiency,803,0002093,D012131,332
12209,Dyspnea,803,0002094,D004417,332
12246,Paralysis,803,0003470,D010243,332
12283,Amyotrophic lateral sclerosis,803,0007354,D000690,332
12320,Fatigue,803,0012378,D005221,332
12357,Pain,803,0012531,D010146,332
12394,Gingivitis,379,0000230,D005891,3265
12400,Sinusitis,379,0000246,D012852,3265
12406,Otitis media,379,0000388,D010033,3265
12412,Eczema,379,0000964,D004485,3265
12418,Meningitis,379,0001287,D008581,3265
12424,Splenomegaly,379,0001744,D013163,3265
12430,Fever,379,0001945,D005334,3265
12436,Pyloric stenosis,379,0002021,D011707,3265
12442,Liver abscess,379,0100523,D008100,3265
12448,Hepatomegaly,379,0002240,D006529,3265
12454,Sepsis,379,0100806,D018805,3265
12460,Tracheoesophageal fistula,379,0002575,D014138,3265
12466,Lymphadenopathy,379,0002716,D000072281,3265
12472,Skin ulcer,379,0200042,D012883,3265
12478,Airway obstruction,379,0006536,D000402,3265
12484,Abscess,379,0025615,D000038,3265
12490,Hydrocephalus,244,0000238,D006849,9562
12537,Sinusitis,244,0000246,D012852,9562
12584,Otitis media,244,0000388,D010033,9562
12631,Infertility,244,0000789,D007246,9562
12678,Dextrocardia,244,0001651,D003914,9562
12725,Double outlet right ventricle,244,0001719,D004310,9562
12772,Respiratory insufficiency,244,0002093,D012131,9562
12819,Bronchiectasis,244,0002110,D001987,9562
12866,Persistent left superior vena cava,244,0005301,D000083402,9562
12913,Airway obstruction,244,0006536,D000402,9562
12960,Rhinitis,244,0012384,D012220,9562
13007,Cough,244,0012735,D003371,9562
13054,Hydrocephalus,2050,0000238,D006849,0060438
13056,Scoliosis,2050,0002650,D012600,0060438
13058,Kyphosis,2050,0002808,D007738,0060438
13060,Hydrocephalus,538,0000238,D006849,3319
13062,Optic atrophy,538,0000648,D009896,3319
13064,Hematuria,538,0000790,D006417,3319
13066,Edema,538,0000969,D004487,3319
13068,Lymphedema,538,0001004,D008209,3319
13070,Ascites,538,0001541,D001201,3319
13072,Pericardial effusion,538,0001698,D010490,3319
13074,Sarcoma,538,0100242,D012509,3319
13076,Fever,538,0001945,D005334,3319
13078,Abdominal pain,538,0002027,D015746,3319
13080,Dyspnea,538,0002094,D004417,3319
13082,Emphysema,538,0002097,D004646,3319
13084,Hemoptysis,538,0002105,D006469,3319
13086,Pneumothorax,538,0002107,D011030,3319
13088,Pleural effusion,538,0002202,D010996,3319
13090,Gastrointestinal hemorrhage,538,0002239,D006471,3319
13092,Chest pain,538,0100749,D002637,3319
13094,Lymphadenopathy,538,0002716,D000072281,3319
13096,Nevus,538,0003764,D009506,3319
13098,Chylothorax,538,0010310,D002916,3319
13100,Hamartoma,538,0010566,D006222,3319
13102,Fibroma,538,0010614,D005350,3319
13104,Fatigue,538,0012378,D005221,3319
13106,Pain,538,0012531,D010146,3319
13108,Cough,538,0012735,D003371,3319
13110,Hydrocephalus,475,0000238,D006849,0050777
13132,Strabismus,475,0000486,D013285,0050777
13154,Coloboma,475,0000589,D003103,0050777
13176,Intellectual disability,475,0001249,D008607,0050777
13198,Ataxia,475,0001251,D001259,0050777
13220,Cerebellar hypoplasia,475,0001321,C562568,0050777
13242,Tremor,475,0001337,D014202,0050777
13264,Dextrocardia,475,0001651,D003914,0050777
13286,Encephalocele,475,0002084,D004677,0050777
13308,Apnea,475,0002104,D001049,0050777
13330,Polymicrogyria,475,0002126,D065706,0050777
13352,Scoliosis,475,0002650,D012600,0050777
13374,Tachypnea,475,0002789,D059246,0050777
13396,Polydactyly,475,0010442,D017689,0050777
13418,Hydrocephalus,763,0000238,D006849,0080038
13419,Brachydactyly,763,0001156,D059327,0080038
13420,Splenomegaly,763,0001744,D013163,0080038
13421,Anemia,763,0001903,D000740,0080038
13422,Hepatomegaly,763,0002240,D006529,0080038
13423,Osteomyelitis,763,0002754,D010019,0080038
13424,Osteolysis,763,0002797,D010014,0080038
13425,Kyphosis,763,0002808,D007738,0080038
13426,Pain,763,0012531,D010146,0080038
13427,Hydrocephalus,626,0000238,D006849,0111359
13429,Pruritus,626,0000989,D011537,0111359
13431,Hirsutism,626,0001007,D006628,0111359
13433,Sarcoma,626,0100242,D012509,0111359
13435,Rhabdomyosarcoma,626,0002859,D012208,0111359
13437,Melanoma,626,0002861,D008545,0111359
13439,Nevus,626,0003764,D009506,0111359
13441,Hydrocephalus,974,0000238,D006849,0060227
13447,Strabismus,974,0000486,D013285,0060227
13453,Cataract,974,0000518,D002386,0060227
13459,Brachydactyly,974,0001156,D059327,0060227
13465,Syndactyly,974,0001159,D013576,0060227
13471,Intellectual disability,974,0001249,D008607,0060227
13477,Failure to thrive,974,0001508,D005183,0060227
13483,Ascites,974,0001541,D001201,0060227
13489,Alopecia,974,0001596,D000505,0060227
13495,Premature birth,974,0001622,D047928,0060227
13501,Tetralogy of Fallot,974,0001636,D013771,0060227
13507,Thrombocytopenia,974,0001873,D013921,0060227
13513,Leukopenia,974,0001882,D007970,0060227
13519,Talipes,974,0001883,D000070558,0060227
13525,Ectrodactyly,974,0100257,C574275,0060227
13531,Encephalocele,974,0002084,D004677,0060227
13537,Pulmonary arterial hypertension,974,0002092,D000081029,0060227
13543,Gastrointestinal hemorrhage,974,0002239,D006471,0060227
13549,Hydrocephalus,666,0000238,D006849,12347
13552,Glaucoma,666,0000501,D005901,12347
13555,Neuralgia,666,0033345,D009437,12347
13558,Dentinogenesis imperfecta,666,0000703,D003811,12347
13561,Pectus carinatum,666,0000768,D066166,12347
13564,Nephrolithiasis,666,0000787,D053040,12347
13567,Osteoporosis,666,0000939,D010024,12347
13570,Cutis laxa,666,0000973,D003483,12347
13573,Hyperhidrosis,666,0000975,D006945,12347
13576,Hemangioma,666,0001028,D006391,12347
13579,Ataxia,666,0001251,D001259,12347
13582,Cerebral hemorrhage,666,0001342,D002543,12347
13585,Arthritis,666,0001369,D001168,12347
13588,Mitral valve prolapse,666,0001634,D008945,12347
13591,Thrombocytopenia,666,0001873,D013921,12347
13594,Constipation,666,0002019,D003248,12347
13597,Respiratory insufficiency,666,0002093,D012131,12347
13600,Hypercalciuria,666,0002150,D053565,12347
13603,Headache,666,0002315,D006261,12347
13606,Trigeminal neuralgia,666,0100661,D014277,12347
13609,Hernia,666,0100790,D006547,12347
13612,Scoliosis,666,0002650,D012600,12347
13615,Osteoarthritis,666,0002758,D010003,12347
13618,Kyphosis,666,0002808,D007738,12347
13621,Arthralgia,666,0002829,D018771,12347
13624,Genu valgum,666,0002857,D056304,12347
13627,Syringomyelia,666,0003396,D013595,12347
13630,Paresthesia,666,0003401,D010292,12347
13633,Aortic aneurysm,666,0004942,D001014,12347
13636,Intestinal obstruction,666,0005214,D007415,12347
13639,Corneal opacity,666,0007957,D003318,12347
13642,Pain,666,0012531,D010146,12347
13645,Hydrocephalus,2770,0000238,D006849,0090112
13647,Dementia,2770,0000726,D003704,0090112
13649,Leukemia,2770,0001909,D007938,0090112
13651,Chorea,2770,0002072,D002819,0090112
13653,Arthralgia,2770,0002829,D018771,0090112
13655,Agnosia,2770,0010524,D000377,0090112
13657,Pain,2770,0012531,D010146,0090112
13659,Hydrocephalus,15,0000238,D006849,4480
13660,Acanthosis nigricans,15,0000956,D000052,4480
13661,Brachydactyly,15,0001156,D059327,4480
13662,Obesity,15,0001513,D009765,4480
13663,Apnea,15,0002104,D001049,4480
13664,Kyphosis,15,0002808,D007738,4480
13665,Hydrocephalus,99966,0000238,D006849,2129
13666,Apathy,99966,0000741,D057565,2129
13667,Ataxia,99966,0001251,D001259,2129
13668,Muscle weakness,99966,0001324,D018908,2129
13669,Cerebral palsy,99966,0100021,D002547,2129
13670,Headache,99966,0002315,D006261,2129
13671,Hydrocephalus,53271,0000238,D006849,0060703
13672,Hypertelorism,53271,0000316,D006972,0060703
13673,Plagiocephaly,53271,0001357,D059041,0060703
13674,Hydrocephalus,93262,0000238,D006849,0111161
13675,Hypertelorism,93262,0000316,D006972,0111161
13676,Choanal atresia,93262,0000453,D002754,0111161
13677,Strabismus,93262,0000486,D013285,0111161
13678,Optic atrophy,93262,0000648,D009896,0111161
13679,Acanthosis nigricans,93262,0000956,D000052,0111161
13680,Brachydactyly,93262,0001156,D059327,0111161
13681,Respiratory insufficiency,93262,0002093,D012131,0111161
13682,Arnold-Chiari malformation,93262,0002308,D001139,0111161
13683,Headache,93262,0002315,D006261,0111161
13684,Hydrocephalus,380,0000238,D006849,14761
13685,Hypertelorism,380,0000316,D006972,14761
13686,Telecanthus,380,0000506,C562941,14761
13687,Syndactyly,380,0001159,D013576,14761
13688,Intellectual disability,380,0001249,D008607,14761
13689,Agenesis of corpus callosum,380,0001274,D061085,14761
13690,Hernia,380,0100790,D006547,14761
13691,Polydactyly,380,0010442,D017689,14761
13692,Sinusitis,908,0000246,D012852,14261
13693,Otitis media,908,0000388,D010033,14261
13694,Strabismus,908,0000486,D013285,14261
13695,Anxiety,908,0000739,D001007,14261
13696,Intellectual disability,908,0001249,D008607,14261
13697,Mitral valve prolapse,908,0001634,D008945,14261
13698,Gastroesophageal reflux,908,0002020,D005764,14261
13699,Self-injurious behavior,908,0100716,D016728,14261
13700,Aortic aneurysm,908,0004942,D001014,14261
13701,Chromosome breakage,908,0040012,D019457,14261
13702,Sinusitis,51636,0000246,D012852,0060591
13703,Otitis media,51636,0000388,D010033,0060591
13704,Periodontitis,51636,0000704,D010518,0060591
13705,Vitiligo,51636,0001045,D014820,0060591
13706,Ataxia,51636,0001251,D001259,0060591
13707,Meningitis,51636,0001287,D008581,0060591
13708,Tetralogy of Fallot,51636,0001636,D013771,0060591
13709,Neutropenia,51636,0001875,D009503,0060591
13710,Lymphopenia,51636,0001888,D008231,0060591
13711,Pneumonia,51636,0002090,D011014,0060591
13712,Bronchiectasis,51636,0002110,D001987,0060591
13713,Cellulitis,51636,0100658,D002481,0060591
13714,Sepsis,51636,0100806,D018805,0060591
13715,Lymphadenitis,51636,0002840,D008199,0060591
13716,Melanoma,51636,0002861,D008545,0060591
13717,Pharyngitis,51636,0025439,D010612,0060591
13718,Parotitis,51636,0011850,D010309,0060591
13719,Papilloma,51636,0012740,D010212,0060591
13720,Sinusitis,420741,0000246,D012852,0090113
13721,Microcephaly,420741,0000252,D008831,0090113
13722,Otitis media,420741,0000388,D010033,0090113
13723,Enuresis,420741,0000805,D004775,0090113
13724,Ataxia,420741,0001251,D001259,0090113
13725,Arthritis,420741,0001369,D001168,0090113
13726,Weight loss,420741,0001824,D015431,0090113
13727,Fever,420741,0001945,D005334,0090113
13728,Diarrhea,420741,0002014,D003967,0090113
13729,Abdominal pain,420741,0002027,D015746,0090113
13730,Pneumonia,420741,0002090,D011014,0090113
13731,Respiratory insufficiency,420741,0002093,D012131,0090113
13732,Pulmonary fibrosis,420741,0002206,D011658,0090113
13733,Headache,420741,0002315,D006261,0090113
13734,Lymphadenopathy,420741,0002716,D000072281,0090113
13735,Chromosome breakage,420741,0040012,D019457,0090113
13736,Erythema,420741,0010783,D004890,0090113
13737,Bronchitis,420741,0012387,D001991,0090113
13738,Pain,420741,0012531,D010146,0090113
13739,Sinusitis,906,0000246,D012852,9169
13741,Otitis media,906,0000388,D010033,9169
13743,Epistaxis,906,0000421,D004844,9169
13745,Keratitis,906,0000491,D007634,9169
13747,Blepharitis,906,0000498,D001762,9169
13749,Conjunctivitis,906,0000509,D003231,9169
13751,Eczema,906,0000964,D004485,9169
13753,Purpura,906,0000979,D011693,9169
13755,Urticaria,906,0001025,D014581,9169
13757,Meningitis,906,0001287,D008581,9169
13759,Arthritis,906,0001369,D001168,9169
13761,Thrombocytopenia,906,0001873,D013921,9169
13763,Neutropenia,906,0001875,D009503,9169
13765,Lymphopenia,906,0001888,D008231,9169
13767,Anemia,906,0001903,D000740,9169
13769,Leukemia,906,0001909,D007938,9169
13771,Fever,906,0001945,D005334,9169
13773,Diarrhea,906,0002014,D003967,9169
13775,Dyspnea,906,0002094,D004417,9169
13777,Gastrointestinal hemorrhage,906,0002239,D006471,9169
13779,Hematemesis,906,0002248,D006396,9169
13781,Chest pain,906,0100749,D002637,9169
13783,Hyperostosis,906,0100774,D015576,9169
13785,Sepsis,906,0100806,D018805,9169
13787,Vasculitis,906,0002633,D014657,9169
13789,Lymphoma,906,0002665,D008223,9169
13791,Autoimmunity,906,0002960,D015551,9169
13793,Skin ulcer,906,0200042,D012883,9169
13795,Airway obstruction,906,0006536,D000402,9169
13797,Fatigue,906,0012378,D005221,9169
13799,Pain,906,0012531,D010146,9169
13801,Microcephaly,808,0000252,D008831,0050569
13810,Glaucoma,808,0000501,D005901,0050569
13819,Intellectual disability,808,0001249,D008607,0050569
13828,Weight loss,808,0001824,D015431,0050569
13837,Scoliosis,808,0002650,D012600,0050569
13846,Cachexia,808,0004326,D002100,0050569
13855,Microcephaly,178469,0000252,D008831,0060307
13891,Intellectual disability,178469,0001249,D008607,0060307
13927,Dystonia,178469,0001332,D004421,0060307
13963,Myoclonus,178469,0001336,D009207,0060307
13999,Gastroesophageal reflux,178469,0002020,D005764,0060307
14035,Chorea,178469,0002072,D002819,0060307
14071,Polymicrogyria,178469,0002126,D065706,0060307
14107,Status epilepticus,178469,0002133,D013226,0060307
14143,Self-injurious behavior,178469,0100716,D016728,0060307
14179,Scoliosis,178469,0002650,D012600,0060307
14215,Microcephaly,67046,0000252,D008831,0110002
14216,Ataxia,67046,0001251,D001259,0110002
14217,Coma,67046,0001259,D003128,0110002
14218,Dystonia,67046,0001332,D004421,0110002
14219,Failure to thrive,67046,0001508,D005183,0110002
14220,Hypoglycemia,67046,0001943,D007003,0110002
14221,Hepatomegaly,67046,0002240,D006529,0110002
14222,3-Methylglutaconic aciduria,67046,0003535,C579867,0110002
14223,Microcephaly,88616,0000252,D008831,0060308
14264,Depression,88616,0000716,D003863,0060308
14305,Intellectual disability,88616,0001249,D008607,0060308
14346,Dystonia,88616,0001332,D004421,0060308
14387,Chorea,88616,0002072,D002819,0060308
14428,Polymicrogyria,88616,0002126,D065706,0060308
14469,Microcephaly,98889,0000252,D008831,0080924
14472,Choanal atresia,98889,0000453,D002754,0080924
14475,Intellectual disability,98889,0001249,D008607,0080924
14478,Ataxia,98889,0001251,D001259,0080924
14481,Dysarthria,98889,0001260,D004401,0080924
14484,Cerebellar hypoplasia,98889,0001321,C562568,0080924
14487,Muscle weakness,98889,0001324,D018908,0080924
14490,Lissencephaly,98889,0001339,D054082,0080924
14493,Dysphonia,98889,0001618,D055154,0080924
14496,Gastroesophageal reflux,98889,0002020,D005764,0080924
14499,Apnea,98889,0002104,D001049,0080924
14502,Polymicrogyria,98889,0002126,D065706,0080924
14505,Paraparesis,98889,0002385,D020335,0080924
14508,Paralysis,98889,0003470,D010243,0080924
14511,Microcephaly,317,0000252,D008831,0050467
14515,Glaucoma,317,0000501,D005901,0050467
14519,Cataract,317,0000518,D002386,0050467
14523,Diabetes mellitus,317,0000819,D003920,0050467
14527,Hirsutism,317,0001007,D006628,0050467
14531,Brachydactyly,317,0001156,D059327,0050467
14535,Intellectual disability,317,0001249,D008607,0050467
14539,Alopecia,317,0001596,D000505,0050467
14543,Weight loss,317,0001824,D015431,0050467
14547,Glucose intolerance,317,0001952,D018149,0050467
14551,Corneal opacity,317,0007957,D003318,0050467
14555,Erythema,317,0010783,D004890,0050467
14559,Microcephaly,578,0000252,D008831,0080490
14560,Strabismus,578,0000486,D013285,0080490
14561,Photophobia,578,0000613,D020795,0080490
14562,Intellectual disability,578,0001249,D008607,0080490
14563,Ataxia,578,0001251,D001259,0080490
14564,Corneal opacity,578,0007957,D003318,0080490
14565,Microcephaly,1675,0000252,D008831,14218
14566,Retrognathia,1675,0000278,D063173,14218
14567,Hypertelorism,1675,0000316,D006972,14218
14568,Astigmatism,1675,0000483,D001251,14218
14569,Strabismus,1675,0000486,D013285,14218
14570,Myopia,1675,0000545,D009216,14218
14571,Intellectual disability,1675,0001249,D008607,14218
14572,Respiratory insufficiency,1675,0002093,D012131,14218
14573,Microcephaly,251383,0000252,D008831,0111898
14574,Retrognathia,251383,0000278,D063173,0111898
14575,Strabismus,251383,0000486,D013285,0111898
14576,Intellectual disability,251383,0001249,D008607,0111898
14577,Lissencephaly,251383,0001339,D054082,0111898
14578,Polymicrogyria,251383,0002126,D065706,0111898
14579,Aphasia,251383,0002381,D001037,0111898
14580,Scoliosis,251383,0002650,D012600,0111898
14581,Kyphosis,251383,0002808,D007738,0111898
14582,Asthenia,251383,0025406,D001247,0111898
14583,Microcephaly,2884,0000252,D008831,3263
